Year,Category,Title,Winners
2011,Best R&B Performance,Is This Love,"Corinne Bailey Rae, artist."
2011,Best Traditional R&B Performance,Fool For You,"Cee Lo Green & Melanie Fiona, artists."
2011,Best R&B Song,Fool For You,"Cee Lo Green, Jack Splash & Melanie Fiona, songwriters."
2011,Best R&B Album,F.A.M.E.,"Chris Brown, artist. Brian Springer, engineer/mixer."
2011,Best Rap Performance,Otis,"Jay-Z & Kanye West, artists."
2011,Best Rap/Sung Collaboration,All Of The Lights,"Fergie, Kanye West, Kid Cudi &Rihanna, artists."
2011,Best Rap Song,All Of The Lights,"Jeff Bhasker, Kanye West, Malik Jones, Stacy Ferguson, Terius ""The Dream"" Nash & Warren Trotter, songwriters."
2011,Best Rap Album,My Beautiful Dark Twisted Fantasy,"Kanye West, artist. Andrew Dawson, Anthony Kilhoffer, Mike Dean & Noah Goldstein, engineers/mixers. Kanye West, producer."
2011,Best Country Solo Performance,Mean,"Taylor Swift, artist."
2011,Best Country Duo/Group Performance,Barton Hollow,"The Civil Wars (John Paul White, Joy Williams), artist."
2011,Best Country Song,Mean,"Taylor Swift, songwriter."
2011,Best Country Album,Own The Night,"Lady Antebellum (Dave Haywood, Charles Kelley, Hillary Scott), artist. L Clarke Schleicher, engineer/mixer. Lady Antebellum (Dave Haywood, Charles Kelley, Hillary Scott) & Paul N. Worley, producers."
2011,Best New Age Album,What's It All About,"Pat Metheny, artist. David Oakes, Pat Metheny & Pete Karam, engineers/mixers. Pat Metheny, producer."
2011,Best Improvised Jazz Solo,500 Miles High,"Chick Corea, soloist."
2011,Best Jazz Vocal Album,The Mosaic Project,"Terri Lyne Carrington, artist. Martin Walters & Mike Marciano, engineers/mixers. Terri Lyne Carrington, producer."
2011,Best Jazz Instrumental Album,Forever,"Chick Corea, Lenny White & Stanley Clarke, artists. Bernie Kirsh, Brian Vibberts & Buck Snow, engineers/mixers. Chick Corea, Lenny White & Stanley Clarke, producers."
2011,Best Large Jazz Ensemble Album,The Good Feeling,"Christian McBride Big Band (Christian McBride), artist. Joe Ferla, engineer/mixer."
2011,Best Gospel/Contemporary Christian Music Performance,Jesus,"Le'Andria Johnson, artist."
2011,Best Gospel Song,Hello Fear,"Kirk Franklin, songwriter."
2011,Best Contemporary Christian Music Song,Blessings,"Laura Story, songwriter."
2011,Best Gospel Album,Hello Fear,"Kirk Franklin, artist. Jeffrey Chestek, John Jaszcz & Tre Nagella, engineers/mixers. Kirk Franklin & Shaun Martin, producers."
2011,Best Contemporary Christian Music Album,And If Our God Is For Us...,"Chris Tomlin, artist. Ed Cash, F. Reid Shippen & Jim Deneen, engineers/mixers. Ed Cash, producer."
2011,"Best Latin Pop, Rock, Or Urban Album",Drama Y Luz,"Maná (Juan Calleros, Alex González, Fernando Olvera, Sergio Vallin), artist. Arturo ""Tuti"" Perales, Benny Faccone, Fabián Serrano, Fernando Villín & Thom Russo, engineers/mixers."
2011,Best Regional Mexican Or Tejano Album,Bicentenario,"Pepe Aguilar, artist. Norberto Islas, engineer/mixer."
2011,Best Banda Or Norteño Album,Los Tigres Del Norte And Friends,"Los Tigres Del Norte (Eduardo Hernandez, Hernan Hernandez, Jorge Hernandez, Luis Hernandez, Oscar Lara Angulo), artist. Gustavo Borner, Juan Pablo Fallucca, Justin Moshkevich & Nick Baxter, engineers/mixers. Gustavo Borner & Los Tigres Del Norte (Eduardo Hernandez, Hernan Hernandez, Jorge Hernandez, Luis Hernandez, Oscar Lara Angulo), producers."
2011,Best Tropical Latin Album,The Last Mambo,"Cachao, artist. Alex Arias & Waldy D., engineers/mixers. Christian Thomas, Daniel Palacio, Nelson Albareda & Omer Pardillo-Cid, producers."
2011,Best Americana Album,Ramble At The Ryman,"Levon Helm, artist. Justin Guip & Michael Davis, engineers/mixers. Danny Petraitis, Jed Hilly & Larry Campbell, producers."
2011,Best Bluegrass Album,Paper Airplane,"Alison Krauss & Union Station(Barry Bales, Ron Block, Jerry Douglas, Alison Krauss, Dan Tyminski), artist. Mike Shipley & Neal Cappellino, engineers/mixers. Alison Krauss& Union Station (Barry Bales, Ron Block, Jerry Douglas,Alison Krauss, Dan Tyminski), producer."
2011,Best Blues Album,Revelator,"Tedeschi Trucks Band (Maurice ""Mobetta"" Brown, Kofi Burbridge, Oteil Burbridge, Tyler Greenwell, J.J. Johnson, Mike Mattison, Saunders Sermons, Susan Tedeschi Trucks, Derek Trucks, Kebbi Williams), artist. Bobby Tis & Jim Scott, engineers/mixers. Jim Scott, producer."
2011,Best Folk Album,Barton Hollow,"The Civil Wars (John Paul White, Joy Williams), artist. Richie Biggs, engineer/mixer. Charlie Peacock, producer."
2011,Best Regional Roots Music Album,Rebirth Of New Orleans,"Rebirth Brass Band (Stafford Agee, Glen Andrews, Vincent Broussard, Keith Frazier, Phil Frazier, Corey Henry, Chadrick Honore, Derek Shezbie, Derrick Tabb), artist. Chris Finney, engineer/mixer. Tracey Freeman, producer."
2011,Best Reggae Album,Revelation Pt 1: The Root Of Life,"Stephen Marley, artist. Errol Brown, Marc Lee & Roland McDermot, engineers/mixers. Paul Fakhourie & Stephen Marley, producers."
2011,Best World Music Album,Tassili,"Tinariwen (Mustapha Ag Ahmed, Ibrahim Ag Alhabib, Said Ag Ayad, Elaga Ag Hamid, Eyadou Ag Leche, Mohamad Ag Tahada, Alhassane Ag Touhami), artist. David Odlum & Jean Paul Romann, engineers/mixers. Ian Brennan & Jean Paul Romann, producers."
2011,Best Children's Album,All About Bullies... Big And Small,"Gloria Domina, James Cravero, Kevin Mackie, Patrick Robinson & Steve Pullara, producers."
2011,"Best Spoken Word Album (Includes Poetry, Audio Books & Story Telling)",If You Ask Me (And Of Course You Won't),"Betty White, artist. Jeremy Wesley & Pete Pantelis, engineers/mixers. Kevin Thomsen, producer."
2011,Best Comedy Album,Hilarious,"Louis C.K., artist. Jon D'Uva, engineer/mixer. Jack Vaughn, Michelle Caputo & Shannon Hartman, producers."
2011,Best Musical Theater Album,The Book Of Mormon,"Andrew Rannells & Josh Gad, artists. Matt Stone, Robert Lopez & Trey Parker, composers/lyricists. Anne Garefino, Matt Stone, Robert Lopez, Scott Rudin, Stephen Oremus & Trey Parker, producers. Frank Filipetti, engineer/mixer."
2011,Best Compilation Soundtrack For Visual Media,Boardwalk Empire: Volume 1,"Kevin Weaver, Randall Poster & Stewart Lerman, producers. Stewart Lerman, engineer/mixer."
2011,Best Score Soundtrack For Visual Media,The King's Speech,"Alexandre Desplat, composer. Alexandre Desplat, producer."
2011,Best Song Written For Visual Media,I See The Light (From Tangled),"Alan Menken & Glenn Slater, songwriters."
2011,Best Instrumental Composition,Life In Eleven,"Béla Fleck & Howard Levy, composers."
2011,Best Instrumental Arrangement,Rhapsody In Blue,"Gordon L. Goodwin, arranger."
2011,Best Instrumental Arrangement Accompanying Vocalist(s),Who Can I Turn To (When Nobody Needs Me),"Jorge Calandrelli, arranger."
2011,Best Recording Package,Scenes From The Suburbs,"Caroline Robert, art director."
2011,Best Boxed Or Special Limited Edition Package,The Promise: The Darkness On The Edge Of Town Story,"David Bett & Michelle Holme, art directors."
2011,Best Album Notes,"Hear Me Howling!: Blues, Ballads & Beyond As Recorded By The San Francisco Bay By Chris Strachwitz In The 1960s","Adam Machado, album notes writer."
2011,Best Historical Album,Band On The Run (Paul McCartney Archive Collection - Deluxe Edition),"Paul McCartney, compilation producer. Sam Okell & Steve Rooke, mastering engineers."
2011,"Best Engineered Album, Non-Classical",Paper Airplane,"Mike Shipley & Neal Cappellino, engineers. Brad Blackwood, mastering engineer."
2011,"Producer Of The Year, Non-Classical",,"Paul Epworth, producer."
2011,"Best Remixed Recording, Non-Classical",Cinema (Skrillex Remix),"Skrillex, remixer."
2011,Best Surround Sound Album,Layla And Other Assorted Love Songs (Super Deluxe Edition),"Elliot Scheiner, surround mix engineer. Bob Ludwig, surround mastering engineer. Bill Levenson & Elliot Scheiner, surround producers."
2011,"Best Engineered Album, Classical",Aldridge: Elmer Gantry,"Byeong-Joon Hwang & John Newton, engineers. Jesse Lewis, mastering engineer."
2011,"Producer Of The Year, Classical",,"Judith Sherman, producer."
2011,Best Orchestral Performance,Brahms: Symphony No. 4,"Gustavo Dudamel, conductor. Fred Vogler, engineer/mixer. Chris Alder, producer."
2011,Best Opera Recording,Adams: Doctor Atomic,"Alan Gilbert, conductor. Jay David Saks, producer. Eric Owens, Gerald Finley, Meredith Arwady, Richard Paul Fink, Sasha Cooke & Thomas Glenn, soloists."
2011,Best Choral Performance,Light & Gold,"Eric Whitacre, conductor. Andrew Mellor, engineer/mixer. Raphaël Mouterde, producer."
2011,Best Small Ensemble Performance,Mackey: Lonely Motel - Music From Slide,"Rinde Eckert & Steven Mackey, artists. Eighth Blackbird (Matt Albert, Matthew Duvall, Lisa Kaplan, Michael J. Maccaferri, Tim Munro, Nicholas Photinos), ensemble. David Frost, producer; Bill Maylone, Jon Zacks, Mat Lejeune & Tom Lazarus, engineers/mixers."
2011,Best Classical Instrumental Solo,Schwantner: Concerto For Percussion & Orchestra,"Giancarlo Guerrero, conductor. Christopher Lamb, soloist."
2011,Best Classical Vocal Solo,Diva Divo,"Joyce DiDonato, soloist. Daniel Zalay, producer."
2011,Best Contemporary Classical Composition,"Aldridge, Robert: Elmer Gantry","Herschel Garfein & Robert Aldridge, composers."
2011,Best Short Form Music Video,Rolling In The Deep,"Adele, artist. Sam Brown, video director. Hannah Chandler, video producer."
2011,Best Long Form Music Video,Foo Fighters: Back And Forth,"Foo Fighters (David Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett, Pat Smear), artist. James Moll, video director. James Moll & Nigel Sinclair, video producers."
2010,Record Of The Year,Need You Now,"Lady Antebellum (Dave Haywood, Charles Kelley, Hillary Scott), artist. L Clarke Schleicher, engineer/mixer. Lady Antebellum (Dave Haywood, Charles Kelley, Hillary Scott) & Paul N. Worley, producers."
2010,Album Of The Year,The Suburbs,"Arcade Fire (William Butler, Win Butler, Régine Chassagne, Jeremy Gara, Timothy Kingsbury, Sarah Neufeld, Richard Reed Parry), artist. Arcade Fire (William Butler, Win Butler, Régine Chassagne, Jeremy Gara, Timothy Kingsbury, Sarah Neufeld, Richard Reed Parry), Craig Silvey, Mark Lawson & Markus Dravs, engineers/mixers. George Marino, mastering engineer. Arcade Fire (William Butler, Win Butler, Régine Chassagne, Jeremy Gara, Timothy Kingsbury, Sarah Neufeld, Richard Reed Parry) & Markus Dravs, producers."
2010,Song Of The Year,Need You Now,"Charles Kelley, Dave Haywood, Hillary Scott & Josh Kear, songwriters. (Lady Antebellum)"
2010,Best New Artist,,"Esperanza Spalding, artist."
2010,Best Female Pop Vocal Performance,Bad Romance,"Lady Gaga, artist."
2010,Best Male Pop Vocal Performance,Just The Way You Are,Bruno Mars.
2010,Best Pop Performance By A Duo Or Group With Vocals,"Hey, Soul Sister (Live)","Train, artist."
2010,Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, India.Arie, Jeff Beck, Konono No. 1 (Augustin Mawangu, Makonda Mbuta, Mbiyavanga Ndofusu, Visi Vincent, Menga Waku), Oumou Sangare, Pink & Seal, artists."
2010,Best Pop Instrumental Performance,Nessun Dorma,"Jeff Beck , artist."
2010,Best Pop Instrumental Album,Take Your Pick,"Larry Carlton & Tak Matsumoto, artists. Hiroyuki Kobayashi & Nick Sparks, engineers/mixers. Larry Carlton & Tak Matsumoto, producers."
2010,Best Pop Vocal Album,The Fame Monster,"Lady Gaga, artist. Dave Russell, RedOne & Robert Orton, engineers/mixers. Lady Gaga & RedOne, producers."
2010,Best Dance Recording,Only Girl (In The World),"Rihanna, artist. Philip Tan & Sandy Vee, mixers. Kuk Harrell, Sandy Vee & Stargate (Mikkel Eriksen, Tor Hermansen), producers."
2010,Best Electronic/Dance Album,La Roux,"La Roux (Elly Jackson, Ben Langmaid), artist. Ian Sherwin, John Hanes & Serban Ghenea, engineers/mixers. La Roux (Elly Jackson, Ben Langmaid), producer."
2010,Best Traditional Pop Vocal Album,Crazy Love,"Michael Bublé, artist. Humberto Gatica & Jochem van der Saag, engineers/mixers. David Foster, producer."
2010,Best Solo Rock Vocal Performance,Helter Skelter,"Paul McCartney, artist."
2010,Best Rock Performance By A Duo Or Group With Vocals,Tighten Up,"The Black Keys (Dan Auerbach, Patrick Carney), artist."
2010,Best Hard Rock Performance,New Fang,"Them Crooked Vultures (David Grohl, Josh Homme, John Jones), artist."
2010,Best Metal Performance,El Dorado,"Iron Maiden (Bruce Dickinson, Janick Gers, Steve Harris, Nicko McBrain, Dave Murray, Adrian Smith), artist."
2010,Best Rock Instrumental Performance,Hammerhead,"Jeff Beck , artist."
2010,Best Rock Song,Angry World,"Neil Young, songwriter."
2010,Best Rock Album,The Resistance,"Muse (Matthew Bellamy, Dominic Howard, Chris Wolstenholme), artist. Adrian Bushby & Mark Stent, engineers/mixers. Muse(Matthew Bellamy, Dominic Howard, Chris Wolstenholme), producer."
2010,Best Alternative Music Album,Brothers,"The Black Keys (Dan Auerbach, Patrick Carney), artist. Mark Neill & Tchad Blake, engineers/mixers. Mark Neill & The Black Keys (Dan Auerbach, Patrick Carney), producers."
2010,Best Female R&B Vocal Performance,Bittersweet,"Fantasia, artist."
2010,Best Male R&B Vocal Performance,There Goes My Baby,"Usher, artist."
2010,Best R&B Performance By A Duo Or Group With Vocals,Soldier Of Love,"Sade (Sade Adu, Paul Denman, Andrew Hale, Stuart Matthewman), artist."
2010,Best Traditional R&B Vocal Performance,Hang On In There,"John Legend & The Roots(Owen Biddle, Cap'N Kirk Douglas, James Poyser, Ahmir ""?uestlove"" Thompson), artists."
2010,Best Urban/Alternative Performance,F*** You,Cee Lo Green.
2010,Best R&B Song,Shine,"John Legend, songwriter."
2010,Best R&B Album,Wake Up!,"John Legend & The Roots(Owen Biddle, Cap'N Kirk Douglas, James Poyser, Ahmir ""?uestlove"" Thompson), artists. Alex Venguer & Jimmy Douglass, engineers/mixers.John Legend, producer."
2010,Best Contemporary R&B Album,Raymond V Raymond,"Usher, artist. Ian Cross, engineer/mixer."
2010,Best Rap Solo Performance,Not Afraid,"Eminem, artist."
2010,Best Rap Performance By A Duo Or Group,On To The Next One,"Jay-Z & Swizz Beatz, artists."
2010,Best Rap/Sung Collaboration,Empire State Of Mind,"Alicia Keys & Jay-Z, artists."
2010,Best Rap Song,Empire State Of Mind,"Alexander Shuckburgh, Alicia Keys, Angela Hunte, Janet Sewell & Shawn Carter, songwriters."
2010,Best Rap Album,Recovery,"Eminem, artist. Eminem & Mike Strange, engineers/mixers."
2010,Best Female Country Vocal Performance,The House That Built Me,"Miranda Lambert, artist."
2010,Best Male Country Vocal Performance,Til Summer Comes Around,"Keith Urban, artist."
2010,Best Country Performance By A Duo Or Group With Vocals,Need You Now,"Lady Antebellum (Dave Haywood, Charles Kelley, Hillary Scott), artist."
2010,Best Country Collaboration With Vocals,As She's Walking Away,"Alan Jackson & Zac Brown Band (Coy Bowles, Zac Brown, Clay Cook, Jimmy De Martini, Chris Fryar, John Hopkins), artists."
2010,Best Country Instrumental Performance,Hummingbyrd,"Marty Stuart, artist."
2010,Best Country Song,Need You Now,"Charles Kelley, Dave Haywood, Hillary Scott & Josh Kear, songwriters. (Lady Antebellum)"
2010,Best Country Album,Need You Now,"Lady Antebellum (Dave Haywood, Charles Kelley, Hillary Scott), artist. L Clarke Schleicher, engineer/mixer. Lady Antebellum (Dave Haywood, Charles Kelley, Hillary Scott) & Paul N. Worley, producers."
2010,Best New Age Album,Miho: Journey To The Mountain,"Paul Winter Consort (Eugene Friesen, Steve Gorn, Don Grusin, Paul McCandless, Arto Tuncboyacivan, Paul Winter), artist. Akira Kato & Dixon Van Winkle, engineers/mixers. Dixon Van Winkle, producer."
2010,Best Contemporary Jazz Album,The Stanley Clarke Band,"The Stanley Clarke Band (Ronald Bruner Jr., Stanley Clarke, Hiromi, Ruslan Sirota), artist. Dennis MacKay & Gerry ""The Gov"" Brown, engineers/mixers. Lenny White, producer."
2010,Best Jazz Vocal Album,Eleanora Fagan (1915-1959): To Billie With Love From Dee Dee,"Dee Dee Bridgewater, artist. Al Schmitt, engineer/mixer. Dee Dee Bridgewater, producer."
2010,Best Improvised Jazz Solo,A Change Is Gonna Come,"Herbie Hancock, soloist."
2010,"Best Jazz Instrumental Album, Individual or Group",Moody 4B,"James Moody, artist. Jonathan Rosenberg, engineer/mixer. Michael P. Patterson, producer."
2010,Best Large Jazz Ensemble Album,Mingus Big Band Live At Jazz Standard,"Mingus Big Band (Sue Mingus), artist. Duke Markos & Tom Swift, engineers/mixers. Seth Abramson, producer."
2010,Best Latin Jazz Album,Chucho's Steps,"Chucho Valdes & The Afro-Cuban Messengers (Lazaro Rivero Alarcon, Reynaldo Melian, Juan Carlos Rojas Castro, Carlos Miyares Hernandez, Yaroldy Abreu Robles, ""Chucho"" Valdés), artist. Orestes Ávila, engineer/mixer."
2010,Best Gospel Performance,Grace,"BeBe Winans & CeCe Winans, artists."
2010,Best Gospel Song,It's What I Do,"Jerry Peters & Kirk Whalum, songwriters."
2010,Best Rock Or Rap Gospel Album,Hello Hurricane,"Switchfoot (Chad Butler, Jerome Fontamillas, Jon Foreman, Tim Foreman, Andrew Shirley), artist. Adam Hawkins, Alan Sanderson, Craig Zarkos, Darrell Thorp, Ryan Peterson, Shane Wilson & Switchfoot (Chad Butler, Jerome Fontamillas, Jon Foreman, Tim Foreman, Andrew Shirley), engineers/mixers. Mike Elizondo & Switchfoot (Chad Butler, Jerome Fontamillas, Jon Foreman, Tim Foreman, Andrew Shirley), producers."
2010,Best Pop/Contemporary Gospel Album,Love God. Love People.,"Israel Houghton, artist. Danny Duncan, James Wadell & Tommy Sims, engineers/mixers. Aaron Lindsey, Israel Houghton & Tommy Sims, producers."
2010,"Best Southern, Country, Or Bluegrass Gospel Album",The Reason,"Diamond Rio (Gene Johnson, Jimmy Olander, Brian Prout, Marty Roe, Dan Truman, Dana Williams), artist. Michael D. Clute, engineer/mixer. Diamond Rio (Gene Johnson, Jimmy Olander, Brian Prout, Marty Roe, Dan Truman, Dana Williams) & Michael D. Clute, producers."
